город,оценка,дата
Забайкальск,2.0,"Отзыв написан 1 марта, 2016, 18:47"
Краснодар,5.0,"Отзыв написан 1 марта, 2016, 17:59"
Белгород,2.0,"Отзыв написан 29 февраля, 2016, 21:31"
Мурманск,2.0,"Отзыв написан 29 февраля, 2016, 10:53"
Колба,5.0,"Отзыв написан 29 февраля, 2016, 10:02"
Тарко-Сале,5.0,"Отзыв написан 29 февраля, 2016, 09:04"
Кострома,4.0,"Отзыв написан 27 февраля, 2016, 14:59"
Оренбург,4.0,"Отзыв написан 27 февраля, 2016, 11:57"
Владикавказ,3.0,"Отзыв написан 25 февраля, 2016, 23:49"
Владивосток,4.0,"Отзыв написан 25 февраля, 2016, 17:24"
Хабаровск,1.0,"Отзыв написан 23 февраля, 2016, 14:47"
Поварово,4.0,"Отзыв написан 22 февраля, 2016, 20:49"
Сочи,3.0,"Отзыв написан 22 февраля, 2016, 08:52"
Шемурша,4.0,"Отзыв написан 21 февраля, 2016, 11:53"
Ханты-Мансийск,3.0,"Отзыв написан 20 февраля, 2016, 19:23"
Пешки,3.0,"Отзыв написан 20 февраля, 2016, 18:38"
Есипово,3.0,"Отзыв написан 20 февраля, 2016, 09:20"
Ложки,3.0,"Отзыв написан 20 февраля, 2016, 09:09"
Майдарово,3.0,"Отзыв написан 20 февраля, 2016, 08:50"
Радумля,3.0,"Отзыв написан 20 февраля, 2016, 08:34"
Льялово,3.0,"Отзыв написан 19 февраля, 2016, 19:40"
Баранцево,3.0,"Отзыв написан 19 февраля, 2016, 18:58"
Куркино,4.0,"Отзыв написан 19 февраля, 2016, 18:30"
Стодолище,4.0,"Отзыв написан 19 февраля, 2016, 13:04"
Хабаровск,5.0,"Отзыв написан 18 февраля, 2016, 00:18"
Новоселовское,2.0,"Отзыв написан 17 февраля, 2016, 12:15"
Санкт-Петербург,5.0,"Отзыв написан 17 февраля, 2016, 10:31"
Марьевка,4.0,"Отзыв написан 16 февраля, 2016, 13:12"
Бирск,1.0,"Отзыв написан 16 февраля, 2016, 01:01"
Курган,2.0,"Отзыв написан 15 февраля, 2016, 20:56"
Густомесово,5.0,"Отзыв написан 14 февраля, 2016, 19:10"
Якиманское,3.0,"Отзыв написан 13 февраля, 2016, 22:30"
Выборг,5.0,"Отзыв написан 12 февраля, 2016, 15:02"
Кривцово,4.0,"Отзыв написан 12 февраля, 2016, 11:05"
Обухово,4.0,"Отзыв написан 12 февраля, 2016, 10:42"
Владивосток,1.0,"Отзыв написан 11 февраля, 2016, 20:23"
Аристово,2.0,"Отзыв написан 11 февраля, 2016, 20:08"
Курилово,3.0,"Отзыв написан 10 февраля, 2016, 20:44"
Голубое,4.0,"Отзыв написан 9 февраля, 2016, 20:59"
Орел,5.0,"Отзыв написан 8 февраля, 2016, 16:20"
Ялта,5.0,"Отзыв написан 6 февраля, 2016, 11:54"
Трусово,4.0,"Отзыв написан 6 февраля, 2016, 09:25"
Соколово,3.0,"Отзыв написан 6 февраля, 2016, 09:11"
Лыткино,3.0,"Отзыв написан 6 февраля, 2016, 00:11"
Марьино,3.0,"Отзыв написан 5 февраля, 2016, 23:58"
Жилино,3.0,"Отзыв написан 5 февраля, 2016, 23:44"
Великий Новгород,1.0,"Отзыв написан 3 февраля, 2016, 20:17"
Тюмень,5.0,"Отзыв написан 2 февраля, 2016, 22:45"
Рузино,3.0,"Отзыв написан 2 февраля, 2016, 19:48"
Брёхово,4.0,"Отзыв написан 2 февраля, 2016, 19:35"
Нижний Новгород,3.0,"Отзыв написан 1 февраля, 2016, 15:25"
Тербуны,3.0,"Отзыв написан 1 февраля, 2016, 15:25"
Белгород,3.0,"Отзыв написан 1 февраля, 2016, 15:23"
Белгород,3.0,"Отзыв написан 1 февраля, 2016, 15:21"
Юрлово,3.0,"Отзыв написан 30 января, 2016, 14:23"
Красногорск,3.0,"Отзыв написан 29 января, 2016, 15:59"
Омск,4.0,"Отзыв написан 28 января, 2016, 22:53"
Астрахань,3.0,"Отзыв написан 28 января, 2016, 14:19"
Лебяжье,5.0,"Отзыв написан 28 января, 2016, 13:45"
Челябинск,1.0,"Отзыв написан 27 января, 2016, 15:17"
Курган,4.0,"Отзыв написан 25 января, 2016, 21:37"
Новая Карьга,5.0,"Отзыв написан 25 января, 2016, 00:05"
Санкт-Петербург,1.0,"Отзыв написан 24 января, 2016, 12:42"
Гыжег,3.0,"Отзыв написан 24 января, 2016, 09:00"
Верхние Шипки,2.0,"Отзыв написан 23 января, 2016, 17:41"
Волосово,5.0,"Отзыв написан 21 января, 2016, 18:25"
Ростов-на-Дону,4.0,"Отзыв написан 20 января, 2016, 21:25"
Иркутск,3.0,"Отзыв написан 19 января, 2016, 13:21"
Рождествено,3.0,"Отзыв написан 16 января, 2016, 21:01"
Новоспицевский,5.0,"Отзыв написан 16 января, 2016, 17:57"
Барано-Оренбургское,4.0,"Отзыв написан 15 января, 2016, 21:48"
Ейск,5.0,"Отзыв написан 11 января, 2016, 20:25"
Кострома,5.0,"Отзыв написан 11 января, 2016, 03:31"
Екатеринбург,1.0,"Отзыв написан 10 января, 2016, 09:47"
Воронеж,5.0,"Отзыв написан 8 января, 2016, 17:02"
Краснодар,3.0,"Отзыв написан 8 января, 2016, 16:29"
Курск,4.0,"Отзыв написан 7 января, 2016, 15:49"
Киселёвск,1.0,"Отзыв написан 6 января, 2016, 20:48"
Пржевальское,5.0,"Отзыв написан 6 января, 2016, 12:39"
Шлиссельбург,4.0,"Отзыв написан 5 января, 2016, 19:09"
Воткинск,1.0,"Отзыв написан 4 января, 2016, 23:32"
Череповец,3.0,"Отзыв написан 2 января, 2016, 10:51"
Щёкино,1.0,"Отзыв написан 2 января, 2016, 01:23"
Крымск,1.0,"Отзыв написан 1 января, 2016, 16:33"
Рассказово,4.0,"Отзыв написан 30 декабря, 2015, 22:09"
Луга,4.0,"Отзыв написан 30 декабря, 2015, 17:09"
Киров,4.0,"Отзыв написан 30 декабря, 2015, 11:59"
Новосибирск,4.0,"Отзыв написан 29 декабря, 2015, 21:54"
Вологда,5.0,"Отзыв написан 29 декабря, 2015, 21:05"
Москва,4.0,"Отзыв написан 29 декабря, 2015, 01:09"
Дмитров,2.0,"Отзыв написан 28 декабря, 2015, 20:09"
Табат,5.0,"Отзыв написан 28 декабря, 2015, 12:05"
Старая Ладога,5.0,"Отзыв написан 28 декабря, 2015, 11:24"
Орел,1.0,"Отзыв написан 25 декабря, 2015, 18:04"
Симферополь,4.0,"Отзыв написан 25 декабря, 2015, 17:59"
Смоленск,5.0,"Отзыв написан 25 декабря, 2015, 17:53"
Брянск,4.0,"Отзыв написан 25 декабря, 2015, 17:45"
Воронеж,2.0,"Отзыв написан 25 декабря, 2015, 17:33"
Колышлей,4.0,"Отзыв написан 25 декабря, 2015, 13:34"
Егорьевск,5.0,"Отзыв написан 25 декабря, 2015, 10:17"
Балашиха,5.0,"Отзыв написан 24 декабря, 2015, 21:27"
Оса,4.0,"Отзыв написан 24 декабря, 2015, 09:22"
Верхняя Пышма,1.0,"Отзыв написан 18 декабря, 2015, 22:07"
Владивосток,1.0,"Отзыв написан 18 декабря, 2015, 03:27"
Тобольск,1.0,"Отзыв написан 16 декабря, 2015, 16:01"
Тобольск,1.0,"Отзыв написан 16 декабря, 2015, 15:58"
Тобольск,1.0,"Отзыв написан 16 декабря, 2015, 15:58"
Владивосток,1.0,"Отзыв написан 16 декабря, 2015, 10:48"
Уфа,2.0,"Отзыв написан 15 декабря, 2015, 11:18"
Екатеринбург,5.0,"Отзыв написан 15 декабря, 2015, 08:47"
Саратов,1.0,"Отзыв написан 14 декабря, 2015, 23:47"
Марково,1.0,"Отзыв написан 14 декабря, 2015, 18:38"
Льгов,5.0,"Отзыв написан 14 декабря, 2015, 18:33"
Сочи,4.0,"Отзыв написан 14 декабря, 2015, 10:17"
Москва,5.0,"Отзыв написан 14 декабря, 2015, 00:47"
Лесное,5.0,"Отзыв написан 13 декабря, 2015, 15:35"
Уфа,2.0,"Отзыв написан 13 декабря, 2015, 13:50"
Петрозаводск,5.0,"Отзыв написан 13 декабря, 2015, 01:58"
Малоярославец,4.0,"Отзыв написан 10 декабря, 2015, 09:45"
Липецк,5.0,"Отзыв написан 9 декабря, 2015, 16:38"
Краснодар,1.0,"Отзыв написан 8 декабря, 2015, 22:11"
Новосибирск,4.0,"Отзыв написан 8 декабря, 2015, 11:45"
Бийск,5.0,"Отзыв написан 6 декабря, 2015, 14:52"
Балашиха,3.0,"Отзыв написан 3 декабря, 2015, 17:45"
Нижний Новгород,2.0,"Отзыв написан 3 декабря, 2015, 17:43"
Лабытнанги,5.0,"Отзыв написан 3 декабря, 2015, 17:40"
Главстан,4.0,"Отзыв написан 3 декабря, 2015, 07:18"
Омск,1.0,"Отзыв написан 2 декабря, 2015, 13:47"
Иркутск,5.0,"Отзыв написан 2 декабря, 2015, 09:29"
Иркутск,5.0,"Отзыв написан 2 декабря, 2015, 09:27"
Санкт-Петербург,5.0,"Отзыв написан 1 декабря, 2015, 21:47"
Уфа,1.0,"Отзыв написан 30 ноября, 2015, 08:24"
Шадринск,1.0,"Отзыв написан 27 ноября, 2015, 23:10"
Волгоград,1.0,"Отзыв написан 27 ноября, 2015, 13:42"
Мурманск,5.0,"Отзыв написан 26 ноября, 2015, 20:01"
Подольск,5.0,"Отзыв написан 26 ноября, 2015, 19:45"
Варганы,5.0,"Отзыв написан 22 ноября, 2015, 20:25"
Варганы,5.0,"Отзыв написан 22 ноября, 2015, 20:17"
Варганы,5.0,"Отзыв написан 22 ноября, 2015, 20:16"
Урик,5.0,"Отзыв написан 21 ноября, 2015, 05:22"
Грановщина,5.0,"Отзыв написан 21 ноября, 2015, 05:21"
Турская,5.0,"Отзыв написан 21 ноября, 2015, 05:20"
Талька,5.0,"Отзыв написан 21 ноября, 2015, 05:19"
Московщина,5.0,"Отзыв написан 21 ноября, 2015, 05:14"
Усть-Куда,5.0,"Отзыв написан 21 ноября, 2015, 05:12"
Столбово,5.0,"Отзыв написан 21 ноября, 2015, 05:08"
Горный,5.0,"Отзыв написан 21 ноября, 2015, 05:07"
Карлук,5.0,"Отзыв написан 21 ноября, 2015, 05:05"
Куда,5.0,"Отзыв написан 21 ноября, 2015, 05:04"
Позднякова,5.0,"Отзыв написан 21 ноября, 2015, 05:01"
Туймазы,2.0,"Отзыв написан 20 ноября, 2015, 20:20"
Малая Борла,5.0,"Отзыв написан 17 ноября, 2015, 21:34"
Заринск,4.0,"Отзыв написан 16 ноября, 2015, 08:29"
Салават,3.0,"Отзыв написан 14 ноября, 2015, 21:09"
Псков,4.0,"Отзыв написан 14 ноября, 2015, 15:57"
Лермонтов,1.0,"Отзыв написан 13 ноября, 2015, 20:20"
Орджоникидзе,5.0,"Отзыв написан 12 ноября, 2015, 15:48"
Владимир,5.0,"Отзыв написан 12 ноября, 2015, 15:21"
Казань,5.0,"Отзыв написан 10 ноября, 2015, 14:48"
Воскресенское,5.0,"Отзыв написан 9 ноября, 2015, 13:06"
Благовещенск,4.0,"Отзыв написан 6 ноября, 2015, 16:25"
Миллерово,5.0,"Отзыв написан 5 ноября, 2015, 19:21"
Первоуральск,4.0,"Отзыв написан 5 ноября, 2015, 16:08"
Санкт-Петербург,5.0,"Отзыв написан 5 ноября, 2015, 01:14"
Териберка,5.0,"Отзыв написан 4 ноября, 2015, 23:04"
Москва,5.0,"Отзыв написан 4 ноября, 2015, 11:18"
Нижний Новгород,5.0,"Отзыв написан 4 ноября, 2015, 11:07"
